Date,Time,State,Group,Unit,Sales,filled_Group,standard_sales,scaled_sales,Week,Month,Quarter,Day
2020-10-16, Morning,TAS,Men,13,32500, Men,-0.38797511919549943,0.1746031746031746,42,10,4,16
2020-10-16, Morning,TAS,Women,5,12500, Women,-1.0080627281102692,0.047619047619047616,42,10,4,16
2020-10-16, Morning,TAS,Seniors,11,27500, Seniors,-0.5429970214241919,0.14285714285714285,42,10,4,16
2020-10-16, Afternoon,TAS,Kids,13,32500, Kids,-0.38797511919549943,0.1746031746031746,42,10,4,16
2020-10-16, Afternoon,TAS,Men,6,15000, Men,-0.9305517769959231,0.06349206349206349,42,10,4,16
2020-10-16, Afternoon,TAS,Women,14,35000, Women,-0.3104641680811532,0.19047619047619047,42,10,4,16
2020-10-16, Afternoon,TAS,Seniors,11,27500, Seniors,-0.5429970214241919,0.14285714285714285,42,10,4,16
2020-10-16, Evening,TAS,Kids,5,12500, Kids,-1.0080627281102692,0.047619047619047616,42,10,4,16
2020-10-16, Evening,TAS,Men,4,10000, Men,-1.0855736792246156,0.031746031746031744,42,10,4,16
2020-10-16, Evening,TAS,Women,10,25000, Women,-0.6205079725385382,0.12698412698412698,42,10,4,16
2020-10-16, Evening,TAS,Seniors,15,37500, Seniors,-0.23295321696680696,0.20634920634920634,42,10,4,16
2020-10-17, Morning,WA,Kids,11,27500, Kids,-0.5429970214241919,0.14285714285714285,42,10,4,17
2020-10-17, Morning,WA,Men,6,15000, Men,-0.9305517769959231,0.06349206349206349,42,10,4,17
2020-10-17, Morning,WA,Women,5,12500, Women,-1.0080627281102692,0.047619047619047616,42,10,4,17
2020-10-17, Morning,WA,Seniors,10,25000, Seniors,-0.6205079725385382,0.12698412698412698,42,10,4,17
2020-10-17, Afternoon,WA,Kids,14,35000, Kids,-0.3104641680811532,0.19047619047619047,42,10,4,17
2020-10-17, Afternoon,WA,Men,8,20000, Men,-0.7755298747672306,0.09523809523809523,42,10,4,17
2020-10-17, Afternoon,WA,Women,5,12500, Women,-1.0080627281102692,0.047619047619047616,42,10,4,17
2020-10-17, Afternoon,WA,Seniors,4,10000, Seniors,-1.0855736792246156,0.031746031746031744,42,10,4,17
2020-10-17, Evening,WA,Kids,5,12500, Kids,-1.0080627281102692,0.047619047619047616,42,10,4,17
2020-10-17, Evening,WA,Men,8,20000, Men,-0.7755298747672306,0.09523809523809523,42,10,4,17
2020-10-17, Evening,WA,Women,10,25000, Women,-0.6205079725385382,0.12698412698412698,42,10,4,17
2020-10-17, Evening,WA,Seniors,14,35000, Seniors,-0.3104641680811532,0.19047619047619047,42,10,4,17
2020-10-17, Morning,NT,Kids,14,35000, Kids,-0.3104641680811532,0.19047619047619047,42,10,4,17
2020-10-17, Morning,NT,Men,9,22500, Men,-0.6980189236528843,0.1111111111111111,42,10,4,17
2020-10-17, Morning,NT,Women,11,27500, Women,-0.5429970214241919,0.14285714285714285,42,10,4,17
2020-10-17, Morning,NT,Seniors,3,7500, Seniors,-1.1630846303389617,0.015873015873015872,42,10,4,17
2020-10-17, Afternoon,NT,Kids,5,12500, Kids,-1.0080627281102692,0.047619047619047616,42,10,4,17
2020-10-17, Afternoon,NT,Men,7,17500, Men,-0.8530408258815768,0.07936507936507936,42,10,4,17
2020-10-17, Afternoon,NT,Women,10,25000, Women,-0.6205079725385382,0.12698412698412698,42,10,4,17
2020-10-17, Afternoon,NT,Seniors,13,32500, Seniors,-0.38797511919549943,0.1746031746031746,42,10,4,17
2020-10-17, Evening,NT,Kids,13,32500, Kids,-0.38797511919549943,0.1746031746031746,42,10,4,17
2020-10-17, Evening,NT,Men,9,22500, Men,-0.6980189236528843,0.1111111111111111,42,10,4,17
2020-10-17, Evening,NT,Women,10,25000, Women,-0.6205079725385382,0.12698412698412698,42,10,4,17
2020-10-17, Evening,NT,Seniors,3,7500, Seniors,-1.1630846303389617,0.015873015873015872,42,10,4,17
2020-10-17, Morning,SA,Kids,24,60000, Kids,0.46464534306230915,0.3492063492063492,42,10,4,17
2020-10-17, Morning,SA,Men,26,65000, Men,0.6196672452910016,0.38095238095238093,42,10,4,17
2020-10-17, Morning,SA,Women,16,40000, Women,-0.15544226585246074,0.2222222222222222,42,10,4,17
2020-10-17, Morning,SA,Seniors,35,87500, Seniors,1.3172658053201178,0.5238095238095238,42,10,4,17
2020-10-17, Afternoon,SA,Kids,20,50000, Kids,0.1546015386049242,0.2857142857142857,42,10,4,17
2020-10-17, Afternoon,SA,Men,12,30000, Men,-0.4654860703098457,0.15873015873015872,42,10,4,17
2020-10-17, Afternoon,SA,Women,20,50000, Women,0.1546015386049242,0.2857142857142857,42,10,4,17
2020-10-17, Afternoon,SA,Seniors,15,37500, Seniors,-0.23295321696680696,0.20634920634920634,42,10,4,17
2020-10-17, Evening,SA,Kids,12,30000, Kids,-0.4654860703098457,0.15873015873015872,42,10,4,17
2020-10-17, Evening,SA,Men,27,67500, Men,0.6971781964053478,0.3968253968253968,42,10,4,17
2020-10-17, Evening,SA,Women,19,47500, Women,0.07709058749057798,0.2698412698412698,42,10,4,17
2020-10-17, Evening,SA,Seniors,30,75000, Seniors,0.9297110497483866,0.4444444444444444,42,10,4,17
2020-10-17, Morning,VIC,Kids,42,105000, Kids,1.8598424631205415,0.6349206349206349,42,10,4,17
2020-10-17, Morning,VIC,Men,42,105000, Men,1.8598424631205415,0.6349206349206349,42,10,4,17
2020-10-17, Morning,VIC,Women,50,125000, Women,2.4799300720353115,0.7619047619047619,42,10,4,17
2020-10-17, Morning,VIC,Seniors,36,90000, Seniors,1.394776756434464,0.5396825396825397,42,10,4,17
2020-10-17, Afternoon,VIC,Kids,25,62500, Kids,0.5421562941766553,0.36507936507936506,42,10,4,17
2020-10-17, Afternoon,VIC,Men,36,90000, Men,1.394776756434464,0.5396825396825397,42,10,4,17
2020-10-17, Afternoon,VIC,Women,27,67500, Women,0.6971781964053478,0.3968253968253968,42,10,4,17
2020-10-17, Afternoon,VIC,Seniors,46,115000, Seniors,2.1698862675779265,0.6984126984126984,42,10,4,17
2020-10-17, Evening,VIC,Kids,49,122500, Kids,2.402419120920965,0.746031746031746,42,10,4,17
2020-10-17, Evening,VIC,Men,39,97500, Men,1.6273096097775026,0.5873015873015873,42,10,4,17
2020-10-17, Evening,VIC,Women,27,67500, Women,0.6971781964053478,0.3968253968253968,42,10,4,17
2020-10-17, Evening,VIC,Seniors,47,117500, Seniors,2.2473972186922726,0.7142857142857143,42,10,4,17
2020-10-17, Morning,QLD,Kids,18,45000, Kids,-0.00042036362376825356,0.25396825396825395,42,10,4,17
2020-10-17, Morning,QLD,Men,17,42500, Men,-0.07793131473811449,0.23809523809523808,42,10,4,17
2020-10-17, Morning,QLD,Women,13,32500, Women,-0.38797511919549943,0.1746031746031746,42,10,4,17
2020-10-17, Morning,QLD,Seniors,15,37500, Seniors,-0.23295321696680696,0.20634920634920634,42,10,4,17
2020-10-17, Afternoon,QLD,Kids,14,35000, Kids,-0.3104641680811532,0.19047619047619047,42,10,4,17
2020-10-17, Afternoon,QLD,Men,19,47500, Men,0.07709058749057798,0.2698412698412698,42,10,4,17
2020-10-17, Afternoon,QLD,Women,20,50000, Women,0.1546015386049242,0.2857142857142857,42,10,4,17
2020-10-17, Afternoon,QLD,Seniors,13,32500, Seniors,-0.38797511919549943,0.1746031746031746,42,10,4,17
2020-10-17, Evening,QLD,Kids,19,47500, Kids,0.07709058749057798,0.2698412698412698,42,10,4,17
2020-10-17, Evening,QLD,Men,17,42500, Men,-0.07793131473811449,0.23809523809523808,42,10,4,17
2020-10-17, Evening,QLD,Women,5,12500, Women,-1.0080627281102692,0.047619047619047616,42,10,4,17
2020-10-17, Evening,QLD,Seniors,12,30000, Seniors,-0.4654860703098457,0.15873015873015872,42,10,4,17
2020-10-17, Morning,NSW,Kids,32,80000, Kids,1.084732951977079,0.47619047619047616,42,10,4,17
2020-10-17, Morning,NSW,Men,28,70000, Men,0.7746891475196941,0.4126984126984127,42,10,4,17
2020-10-17, Morning,NSW,Women,19,47500, Women,0.07709058749057798,0.2698412698412698,42,10,4,17
2020-10-17, Morning,NSW,Seniors,25,62500, Seniors,0.5421562941766553,0.36507936507936506,42,10,4,17
2020-10-17, Afternoon,NSW,Kids,15,37500, Kids,-0.23295321696680696,0.20634920634920634,42,10,4,17
2020-10-17, Afternoon,NSW,Men,17,42500, Men,-0.07793131473811449,0.23809523809523808,42,10,4,17
2020-10-17, Afternoon,NSW,Women,21,52500, Women,0.23211248971927045,0.30158730158730157,42,10,4,17
2020-10-17, Afternoon,NSW,Seniors,15,37500, Seniors,-0.23295321696680696,0.20634920634920634,42,10,4,17
2020-10-17, Evening,NSW,Kids,36,90000, Kids,1.394776756434464,0.5396825396825397,42,10,4,17
2020-10-17, Evening,NSW,Men,16,40000, Men,-0.15544226585246074,0.2222222222222222,42,10,4,17
2020-10-17, Evening,NSW,Women,37,92500, Women,1.47228770754881,0.5555555555555556,42,10,4,17
2020-10-17, Evening,NSW,Seniors,40,100000, Seniors,1.704820560891849,0.6031746031746031,42,10,4,17
2020-10-17, Morning,TAS,Kids,11,27500, Kids,-0.5429970214241919,0.14285714285714285,42,10,4,17
2020-10-17, Morning,TAS,Men,8,20000, Men,-0.7755298747672306,0.09523809523809523,42,10,4,17
2020-10-17, Morning,TAS,Women,3,7500, Women,-1.1630846303389617,0.015873015873015872,42,10,4,17
2020-10-17, Morning,TAS,Seniors,10,25000, Seniors,-0.6205079725385382,0.12698412698412698,42,10,4,17
2020-10-17, Afternoon,TAS,Kids,13,32500, Kids,-0.38797511919549943,0.1746031746031746,42,10,4,17
2020-10-17, Afternoon,TAS,Men,13,32500, Men,-0.38797511919549943,0.1746031746031746,42,10,4,17
2020-10-17, Afternoon,TAS,Women,14,35000, Women,-0.3104641680811532,0.19047619047619047,42,10,4,17
2020-10-17, Afternoon,TAS,Seniors,10,25000, Seniors,-0.6205079725385382,0.12698412698412698,42,10,4,17
2020-10-17, Evening,TAS,Kids,11,27500, Kids,-0.5429970214241919,0.14285714285714285,42,10,4,17
2020-10-17, Evening,TAS,Men,5,12500, Men,-1.0080627281102692,0.047619047619047616,42,10,4,17
2020-10-17, Evening,TAS,Women,11,27500, Women,-0.5429970214241919,0.14285714285714285,42,10,4,17
2020-10-17, Evening,TAS,Seniors,3,7500, Seniors,-1.1630846303389617,0.015873015873015872,42,10,4,17
2020-10-18, Morning,WA,Kids,14,35000, Kids,-0.3104641680811532,0.19047619047619047,42,10,4,18
2020-10-18, Morning,WA,Men,11,27500, Men,-0.5429970214241919,0.14285714285714285,42,10,4,18
2020-10-18, Morning,WA,Women,6,15000, Women,-0.9305517769959231,0.06349206349206349,42,10,4,18
2020-10-18, Morning,WA,Seniors,7,17500, Seniors,-0.8530408258815768,0.07936507936507936,42,10,4,18
2020-10-18, Afternoon,WA,Kids,15,37500, Kids,-0.23295321696680696,0.20634920634920634,42,10,4,18
2020-10-18, Afternoon,WA,Men,7,17500, Men,-0.8530408258815768,0.07936507936507936,42,10,4,18
2020-10-18, Afternoon,WA,Women,3,7500, Women,-1.1630846303389617,0.015873015873015872,42,10,4,18
2020-10-18, Afternoon,WA,Seniors,9,22500, Seniors,-0.6980189236528843,0.1111111111111111,42,10,4,18
2020-10-18, Evening,WA,Kids,10,25000, Kids,-0.6205079725385382,0.12698412698412698,42,10,4,18
2020-10-18, Evening,WA,Men,3,7500, Men,-1.1630846303389617,0.015873015873015872,42,10,4,18
2020-10-18, Evening,WA,Women,5,12500, Women,-1.0080627281102692,0.047619047619047616,42,10,4,18
2020-10-18, Evening,WA,Seniors,7,17500, Seniors,-0.8530408258815768,0.07936507936507936,42,10,4,18
2020-10-18, Morning,NT,Kids,13,32500, Kids,-0.38797511919549943,0.1746031746031746,42,10,4,18
2020-10-18, Morning,NT,Men,14,35000, Men,-0.3104641680811532,0.19047619047619047,42,10,4,18
2020-10-18, Morning,NT,Women,13,32500, Women,-0.38797511919549943,0.1746031746031746,42,10,4,18
2020-10-18, Morning,NT,Seniors,7,17500, Seniors,-0.8530408258815768,0.07936507936507936,42,10,4,18
2020-10-18, Afternoon,NT,Kids,4,10000, Kids,-1.0855736792246156,0.031746031746031744,42,10,4,18
2020-10-18, Afternoon,NT,Men,11,27500, Men,-0.5429970214241919,0.14285714285714285,42,10,4,18
2020-10-18, Afternoon,NT,Women,4,10000, Women,-1.0855736792246156,0.031746031746031744,42,10,4,18
2020-10-18, Afternoon,NT,Seniors,5,12500, Seniors,-1.0080627281102692,0.047619047619047616,42,10,4,18
2020-10-18, Evening,NT,Kids,14,35000, Kids,-0.3104641680811532,0.19047619047619047,42,10,4,18
2020-10-18, Evening,NT,Men,14,35000, Men,-0.3104641680811532,0.19047619047619047,42,10,4,18
2020-10-18, Evening,NT,Women,13,32500, Women,-0.38797511919549943,0.1746031746031746,42,10,4,18
2020-10-18, Evening,NT,Seniors,14,35000, Seniors,-0.3104641680811532,0.19047619047619047,42,10,4,18
2020-10-18, Morning,SA,Kids,17,42500, Kids,-0.07793131473811449,0.23809523809523808,42,10,4,18
2020-10-18, Morning,SA,Men,32,80000, Men,1.084732951977079,0.47619047619047616,42,10,4,18
2020-10-18, Morning,SA,Women,15,37500, Women,-0.23295321696680696,0.20634920634920634,42,10,4,18
2020-10-18, Morning,SA,Seniors,21,52500, Seniors,0.23211248971927045,0.30158730158730157,42,10,4,18
2020-10-18, Afternoon,SA,Kids,13,32500, Kids,-0.38797511919549943,0.1746031746031746,42,10,4,18
2020-10-18, Afternoon,SA,Men,12,30000, Men,-0.4654860703098457,0.15873015873015872,42,10,4,18
2020-10-18, Afternoon,SA,Women,33,82500, Women,1.1622439030914253,0.49206349206349204,42,10,4,18
2020-10-18, Afternoon,SA,Seniors,30,75000, Seniors,0.9297110497483866,0.4444444444444444,42,10,4,18
2020-10-18, Evening,SA,Kids,12,30000, Kids,-0.4654860703098457,0.15873015873015872,42,10,4,18
2020-10-18, Evening,SA,Men,34,85000, Men,1.2397548542057715,0.5079365079365079,42,10,4,18
2020-10-18, Evening,SA,Women,19,47500, Women,0.07709058749057798,0.2698412698412698,42,10,4,18
2020-10-18, Evening,SA,Seniors,25,62500, Seniors,0.5421562941766553,0.36507936507936506,42,10,4,18
2020-10-18, Morning,VIC,Kids,33,82500, Kids,1.1622439030914253,0.49206349206349204,42,10,4,18
2020-10-18, Morning,VIC,Men,25,62500, Men,0.5421562941766553,0.36507936507936506,42,10,4,18
2020-10-18, Morning,VIC,Women,26,65000, Women,0.6196672452910016,0.38095238095238093,42,10,4,18
2020-10-18, Morning,VIC,Seniors,39,97500, Seniors,1.6273096097775026,0.5873015873015873,42,10,4,18
2020-10-18, Afternoon,VIC,Kids,29,72500, Kids,0.8522000986340403,0.42857142857142855,42,10,4,18
2020-10-18, Afternoon,VIC,Men,36,90000, Men,1.394776756434464,0.5396825396825397,42,10,4,18
2020-10-18, Afternoon,VIC,Women,38,95000, Women,1.5497986586631565,0.5714285714285714,42,10,4,18
2020-10-18, Afternoon,VIC,Seniors,28,70000, Seniors,0.7746891475196941,0.4126984126984127,42,10,4,18
2020-10-18, Evening,VIC,Kids,27,67500, Kids,0.6971781964053478,0.3968253968253968,42,10,4,18
2020-10-18, Evening,VIC,Men,39,97500, Men,1.6273096097775026,0.5873015873015873,42,10,4,18
2020-10-18, Evening,VIC,Women,50,125000, Women,2.4799300720353115,0.7619047619047619,42,10,4,18
2020-10-18, Evening,VIC,Seniors,35,87500, Seniors,1.3172658053201178,0.5238095238095238,42,10,4,18
2020-10-18, Morning,QLD,Kids,5,12500, Kids,-1.0080627281102692,0.047619047619047616,42,10,4,18
2020-10-18, Morning,QLD,Men,13,32500, Men,-0.38797511919549943,0.1746031746031746,42,10,4,18
2020-10-18, Morning,QLD,Women,18,45000, Women,-0.00042036362376825356,0.25396825396825395,42,10,4,18
2020-10-18, Morning,QLD,Seniors,5,12500, Seniors,-1.0080627281102692,0.047619047619047616,42,10,4,18
2020-10-18, Afternoon,QLD,Kids,6,15000, Kids,-0.9305517769959231,0.06349206349206349,42,10,4,18
2020-10-18, Afternoon,QLD,Men,17,42500, Men,-0.07793131473811449,0.23809523809523808,42,10,4,18
2020-10-18, Afternoon,QLD,Women,17,42500, Women,-0.07793131473811449,0.23809523809523808,42,10,4,18
2020-10-18, Afternoon,QLD,Seniors,12,30000, Seniors,-0.4654860703098457,0.15873015873015872,42,10,4,18
2020-10-18, Evening,QLD,Kids,18,45000, Kids,-0.00042036362376825356,0.25396825396825395,42,10,4,18
2020-10-18, Evening,QLD,Men,8,20000, Men,-0.7755298747672306,0.09523809523809523,42,10,4,18
2020-10-18, Evening,QLD,Women,19,47500, Women,0.07709058749057798,0.2698412698412698,42,10,4,18
2020-10-18, Evening,QLD,Seniors,10,25000, Seniors,-0.6205079725385382,0.12698412698412698,42,10,4,18
2020-10-18, Morning,NSW,Kids,16,40000, Kids,-0.15544226585246074,0.2222222222222222,42,10,4,18
2020-10-18, Morning,NSW,Men,18,45000, Men,-0.00042036362376825356,0.25396825396825395,42,10,4,18
2020-10-18, Morning,NSW,Women,24,60000, Women,0.46464534306230915,0.3492063492063492,42,10,4,18
2020-10-18, Morning,NSW,Seniors,21,52500, Seniors,0.23211248971927045,0.30158730158730157,42,10,4,18
2020-10-18, Afternoon,NSW,Kids,23,57500, Kids,0.3871343919479629,0.3333333333333333,42,10,4,18
2020-10-18, Afternoon,NSW,Men,31,77500, Men,1.0072220008627328,0.4603174603174603,42,10,4,18
2020-10-18, Afternoon,NSW,Women,40,100000, Women,1.704820560891849,0.6031746031746031,42,10,4,18
2020-10-18, Afternoon,NSW,Seniors,39,97500, Seniors,1.6273096097775026,0.5873015873015873,42,10,4,18
2020-10-18, Evening,NSW,Kids,27,67500, Kids,0.6971781964053478,0.3968253968253968,42,10,4,18
2020-10-18, Evening,NSW,Men,29,72500, Men,0.8522000986340403,0.42857142857142855,42,10,4,18
2020-10-18, Evening,NSW,Women,32,80000, Women,1.084732951977079,0.47619047619047616,42,10,4,18
2020-10-18, Evening,NSW,Seniors,15,37500, Seniors,-0.23295321696680696,0.20634920634920634,42,10,4,18
2020-10-18, Morning,TAS,Kids,4,10000, Kids,-1.0855736792246156,0.031746031746031744,42,10,4,18
2020-10-18, Morning,TAS,Men,11,27500, Men,-0.5429970214241919,0.14285714285714285,42,10,4,18
2020-10-18, Morning,TAS,Women,3,7500, Women,-1.1630846303389617,0.015873015873015872,42,10,4,18
2020-10-18, Morning,TAS,Seniors,8,20000, Seniors,-0.7755298747672306,0.09523809523809523,42,10,4,18
2020-10-18, Afternoon,TAS,Kids,13,32500, Kids,-0.38797511919549943,0.1746031746031746,42,10,4,18
2020-10-18, Afternoon,TAS,Men,14,35000, Men,-0.3104641680811532,0.19047619047619047,42,10,4,18
2020-10-18, Afternoon,TAS,Women,4,10000, Women,-1.0855736792246156,0.031746031746031744,42,10,4,18
2020-10-18, Afternoon,TAS,Seniors,12,30000, Seniors,-0.4654860703098457,0.15873015873015872,42,10,4,18
2020-10-18, Evening,TAS,Kids,5,12500, Kids,-1.0080627281102692,0.047619047619047616,42,10,4,18
2020-10-18, Evening,TAS,Men,14,35000, Men,-0.3104641680811532,0.19047619047619047,42,10,4,18
2020-10-18, Evening,TAS,Women,10,25000, Women,-0.6205079725385382,0.12698412698412698,42,10,4,18
2020-10-18, Evening,TAS,Seniors,9,22500, Seniors,-0.6980189236528843,0.1111111111111111,42,10,4,18
2020-10-19, Morning,WA,Kids,6,15000, Kids,-0.9305517769959231,0.06349206349206349,43,10,4,19
2020-10-19, Morning,WA,Men,9,22500, Men,-0.6980189236528843,0.1111111111111111,43,10,4,19
2020-10-19, Morning,WA,Women,6,15000, Women,-0.9305517769959231,0.06349206349206349,43,10,4,19
2020-10-19, Morning,WA,Seniors,7,17500, Seniors,-0.8530408258815768,0.07936507936507936,43,10,4,19
2020-10-19, Afternoon,WA,Kids,10,25000, Kids,-0.6205079725385382,0.12698412698412698,43,10,4,19
2020-10-19, Afternoon,WA,Men,15,37500, Men,-0.23295321696680696,0.20634920634920634,43,10,4,19
2020-10-19, Afternoon,WA,Women,8,20000, Women,-0.7755298747672306,0.09523809523809523,43,10,4,19
2020-10-19, Afternoon,WA,Seniors,12,30000, Seniors,-0.4654860703098457,0.15873015873015872,43,10,4,19
2020-10-19, Evening,WA,Kids,12,30000, Kids,-0.4654860703098457,0.15873015873015872,43,10,4,19
2020-10-19, Evening,WA,Men,10,25000, Men,-0.6205079725385382,0.12698412698412698,43,10,4,19
2020-10-19, Evening,WA,Women,5,12500, Women,-1.0080627281102692,0.047619047619047616,43,10,4,19
2020-10-19, Evening,WA,Seniors,12,30000, Seniors,-0.4654860703098457,0.15873015873015872,43,10,4,19
2020-10-19, Morning,NT,Kids,10,25000, Kids,-0.6205079725385382,0.12698412698412698,43,10,4,19
2020-10-19, Morning,NT,Men,13,32500, Men,-0.38797511919549943,0.1746031746031746,43,10,4,19
2020-10-19, Morning,NT,Women,3,7500, Women,-1.1630846303389617,0.015873015873015872,43,10,4,19
2020-10-19, Morning,NT,Seniors,8,20000, Seniors,-0.7755298747672306,0.09523809523809523,43,10,4,19
2020-10-19, Afternoon,NT,Kids,13,32500, Kids,-0.38797511919549943,0.1746031746031746,43,10,4,19
2020-10-19, Afternoon,NT,Men,6,15000, Men,-0.9305517769959231,0.06349206349206349,43,10,4,19
2020-10-19, Afternoon,NT,Women,8,20000, Women,-0.7755298747672306,0.09523809523809523,43,10,4,19
2020-10-19, Afternoon,NT,Seniors,13,32500, Seniors,-0.38797511919549943,0.1746031746031746,43,10,4,19
2020-10-19, Evening,NT,Kids,14,35000, Kids,-0.3104641680811532,0.19047619047619047,43,10,4,19
2020-10-19, Evening,NT,Men,4,10000, Men,-1.0855736792246156,0.031746031746031744,43,10,4,19
2020-10-19, Evening,NT,Women,8,20000, Women,-0.7755298747672306,0.09523809523809523,43,10,4,19
2020-10-19, Evening,NT,Seniors,11,27500, Seniors,-0.5429970214241919,0.14285714285714285,43,10,4,19
2020-10-19, Morning,SA,Kids,26,65000, Kids,0.6196672452910016,0.38095238095238093,43,10,4,19
2020-10-19, Morning,SA,Men,35,87500, Men,1.3172658053201178,0.5238095238095238,43,10,4,19
2020-10-19, Morning,SA,Women,26,65000, Women,0.6196672452910016,0.38095238095238093,43,10,4,19
2020-10-19, Morning,SA,Seniors,20,50000, Seniors,0.1546015386049242,0.2857142857142857,43,10,4,19
2020-10-19, Afternoon,SA,Kids,33,82500, Kids,1.1622439030914253,0.49206349206349204,43,10,4,19
2020-10-19, Afternoon,SA,Men,12,30000, Men,-0.4654860703098457,0.15873015873015872,43,10,4,19
2020-10-19, Afternoon,SA,Women,34,85000, Women,1.2397548542057715,0.5079365079365079,43,10,4,19
2020-10-19, Afternoon,SA,Seniors,31,77500, Seniors,1.0072220008627328,0.4603174603174603,43,10,4,19
2020-10-19, Evening,SA,Kids,13,32500, Kids,-0.38797511919549943,0.1746031746031746,43,10,4,19
2020-10-19, Evening,SA,Men,29,72500, Men,0.8522000986340403,0.42857142857142855,43,10,4,19
2020-10-19, Evening,SA,Women,17,42500, Women,-0.07793131473811449,0.23809523809523808,43,10,4,19
2020-10-19, Evening,SA,Seniors,20,50000, Seniors,0.1546015386049242,0.2857142857142857,43,10,4,19
2020-10-19, Morning,VIC,Kids,49,122500, Kids,2.402419120920965,0.746031746031746,43,10,4,19
2020-10-19, Morning,VIC,Men,35,87500, Men,1.3172658053201178,0.5238095238095238,43,10,4,19
2020-10-19, Morning,VIC,Women,34,85000, Women,1.2397548542057715,0.5079365079365079,43,10,4,19
2020-10-19, Morning,VIC,Seniors,42,105000, Seniors,1.8598424631205415,0.6349206349206349,43,10,4,19
2020-10-19, Afternoon,VIC,Kids,40,100000, Kids,1.704820560891849,0.6031746031746031,43,10,4,19
2020-10-19, Afternoon,VIC,Men,38,95000, Men,1.5497986586631565,0.5714285714285714,43,10,4,19
2020-10-19, Afternoon,VIC,Women,42,105000, Women,1.8598424631205415,0.6349206349206349,43,10,4,19
2020-10-19, Afternoon,VIC,Seniors,39,97500, Seniors,1.6273096097775026,0.5873015873015873,43,10,4,19
2020-10-19, Evening,VIC,Kids,39,97500, Kids,1.6273096097775026,0.5873015873015873,43,10,4,19
2020-10-19, Evening,VIC,Men,33,82500, Men,1.1622439030914253,0.49206349206349204,43,10,4,19
2020-10-19, Evening,VIC,Women,41,102500, Women,1.782331512006195,0.6190476190476191,43,10,4,19
2020-10-19, Evening,VIC,Seniors,37,92500, Seniors,1.47228770754881,0.5555555555555556,43,10,4,19
2020-10-19, Morning,QLD,Kids,16,40000, Kids,-0.15544226585246074,0.2222222222222222,43,10,4,19
2020-10-19, Morning,QLD,Men,12,30000, Men,-0.4654860703098457,0.15873015873015872,43,10,4,19
2020-10-19, Morning,QLD,Women,20,50000, Women,0.1546015386049242,0.2857142857142857,43,10,4,19
2020-10-19, Morning,QLD,Seniors,18,45000, Seniors,-0.00042036362376825356,0.25396825396825395,43,10,4,19
2020-10-19, Afternoon,QLD,Kids,8,20000, Kids,-0.7755298747672306,0.09523809523809523,43,10,4,19
2020-10-19, Afternoon,QLD,Men,13,32500, Men,-0.38797511919549943,0.1746031746031746,43,10,4,19
2020-10-19, Afternoon,QLD,Women,9,22500, Women,-0.6980189236528843,0.1111111111111111,43,10,4,19
2020-10-19, Afternoon,QLD,Seniors,19,47500, Seniors,0.07709058749057798,0.2698412698412698,43,10,4,19
2020-10-19, Evening,QLD,Kids,5,12500, Kids,-1.0080627281102692,0.047619047619047616,43,10,4,19
2020-10-19, Evening,QLD,Men,18,45000, Men,-0.00042036362376825356,0.25396825396825395,43,10,4,19
2020-10-19, Evening,QLD,Women,12,30000, Women,-0.4654860703098457,0.15873015873015872,43,10,4,19
2020-10-19, Evening,QLD,Seniors,18,45000, Seniors,-0.00042036362376825356,0.25396825396825395,43,10,4,19
2020-10-19, Morning,NSW,Kids,28,70000, Kids,0.7746891475196941,0.4126984126984127,43,10,4,19
2020-10-19, Morning,NSW,Men,17,42500, Men,-0.07793131473811449,0.23809523809523808,43,10,4,19
2020-10-19, Morning,NSW,Women,28,70000, Women,0.7746891475196941,0.4126984126984127,43,10,4,19
2020-10-19, Morning,NSW,Seniors,32,80000, Seniors,1.084732951977079,0.47619047619047616,43,10,4,19
2020-10-19, Afternoon,NSW,Kids,16,40000, Kids,-0.15544226585246074,0.2222222222222222,43,10,4,19
2020-10-19, Afternoon,NSW,Men,24,60000, Men,0.46464534306230915,0.3492063492063492,43,10,4,19
2020-10-19, Afternoon,NSW,Women,30,75000, Women,0.9297110497483866,0.4444444444444444,43,10,4,19
2020-10-19, Afternoon,NSW,Seniors,36,90000, Seniors,1.394776756434464,0.5396825396825397,43,10,4,19
2020-10-19, Evening,NSW,Kids,36,90000, Kids,1.394776756434464,0.5396825396825397,43,10,4,19
2020-10-19, Evening,NSW,Men,40,100000, Men,1.704820560891849,0.6031746031746031,43,10,4,19
2020-10-19, Evening,NSW,Women,21,52500, Women,0.23211248971927045,0.30158730158730157,43,10,4,19
2020-10-19, Evening,NSW,Seniors,21,52500, Seniors,0.23211248971927045,0.30158730158730157,43,10,4,19
2020-10-19, Morning,TAS,Kids,15,37500, Kids,-0.23295321696680696,0.20634920634920634,43,10,4,19
2020-10-19, Morning,TAS,Men,7,17500, Men,-0.8530408258815768,0.07936507936507936,43,10,4,19
2020-10-19, Morning,TAS,Women,9,22500, Women,-0.6980189236528843,0.1111111111111111,43,10,4,19
2020-10-19, Morning,TAS,Seniors,7,17500, Seniors,-0.8530408258815768,0.07936507936507936,43,10,4,19
2020-10-19, Afternoon,TAS,Kids,10,25000, Kids,-0.6205079725385382,0.12698412698412698,43,10,4,19
